leixing,nianfen,licheng,didian,shoujia,yuanjia
大众 途观 2015款 1.8TSI 自动四驱舒适版,2015年,7.5万公里,大连,13.50万,27.66万
本田 锋范 2017款 1.5L CVT精英版,2017年,4.2万公里,大连,7.18万,10.40万
大众POLO 2012款 1.6L Cross POLO MT,2015年,1.7万公里,大连,5.66万,12.36万
本田 奥德赛 2017款 2.4L 至尊版,2018年,2.8万公里,大连,26.50万,32.54万
本田 雅阁 2016款 2.0L 舒适版,2016年,4.6万公里,大连,14.00万,19.52万
马自达 昂克赛拉 2016款 三厢 1.5L 自动豪华型,2016年,2.7万公里,大连,9.04万,15.08万
起亚K5 2014款 2.0L 自动LUXURY,2015年,6.7万公里,大连,9.44万,20.49万
本田 缤智 2017款 1.5L CVT两驱舒适型,2018年,2.6万公里,大连,11.01万,14.85万
大众 高尔夫 2015款 1.6L 自动舒适型,2014年,3.8万公里,大连,8.00万,15.73万
本田CR-V 2016款 2.0L 两驱都市版,2016年,5.6万公里,大连,14.43万,20.60万
奔驰E级 2014款 E 260 L 运动型,2014年,9.6万公里,大连,22.80万,48.09万
哈弗H2 2017款 红标 1.5T 手动两驱豪华型,2017年,2.6万公里,大连,5.90万,10.83万
奔驰C级 2019款 C 260 L 运动版,2018年,0.5万公里,大连,31.50万,38.08万
本田 雅阁 2016款 2.0L 精英版,2018年,1.5万公里,大连,15.73万,20.60万
日产 天籁 2016款 改款 2.0L XL舒适版,2017年,1.5万公里,大连,13.60万,20.28万
大众 朗逸 2013款 改款经典 1.6L 自动风尚版,2017年,2.6万公里,大连,8.08万,13.56万
丰田 凯美瑞 2011款 200G 经典周年纪念版,2011年,9.5万公里,大连,8.38万,21.04万
马自达CX-5 2013款 2.0L 自动两驱舒适型,2015年,8.8万公里,大连,9.87万,19.95万
起亚 狮跑 2013款 2.0L 自动两驱版GL,2016年,1.3万公里,大连,7.56万,13.00万
路虎 神行者2 2015款 2.0T Si4 HSE Luxury典藏版(进口),2014年,7.6万公里,大连,19.27万,66.00万
奔驰GLK级 2013款 GLK 300 4MATIC 动感型,2013年,11.4万公里,大连,17.40万,45.37万
众泰T500 2018款 1.5T 手动尊享型,2018年,2.3万公里,大连,5.77万,9.64万
马自达CX-5 2015款 2.5L 自动四驱旗舰型,2015年,3.6万公里,大连,12.50万,26.68万
福特 福克斯 2012款 三厢 1.6L 自动舒适型,2013年,8.2万公里,大连,4.51万,14.21万
福特 福克斯 2017款 两厢 1.6L 自动舒适型智行版,2018年,1.8万公里,大连,8.30万,13.76万
雪佛兰 2018款 赛欧3 1.3L 手动舒适天窗版,2018年,0.6万公里,大连,4.44万,6.94万
宝马3系 2017款 320Li 时尚型,2017年,3.8万公里,大连,24.68万,35.38万
本田CR-V 2010款 2.0L 自动两驱都市版,2012年,11.3万公里,大连,8.80万,21.47万
长安 逸动 2016款 1.6L 手动风尚型,2017年,2.1万公里,大连,4.70万,7.59万
吉利 帝豪GS 2018款 运动版 1.4T 自动臻尚型,2018年,2.0万公里,大连,7.47万,11.92万
哈弗H6 2014款 运动版 1.5T 手动两驱精英型,2014年,5.8万公里,大连,4.94万,13.98万
马自达 昂克赛拉 2017款 三厢 1.5L 自动豪华型 国V,2017年,3.4万公里,大连,9.99万,15.19万
吉利 金刚 2016款 1.5L 手动进取型,2017年,3.9万公里,大连,2.92万,5.20万
哈弗H2 2017款 红标 1.5T 自动两驱豪华型,2017年,1.8万公里,大连,6.97万,12.14万
日产 轩逸 2014款 1.6XV CVT尊享版,2015年,5.6万公里,大连,8.60万,14.96万
比亚迪 秦 2015款 1.5T 双冠旗舰Plus版,2015年,5.4万公里,大连,6.80万,23.86万
现代 瑞纳 2014款 1.4L 自动智能型GLS,2014年,4.0万公里,大连,4.10万,9.43万
大众 高尔夫·嘉旅 2018款 280TSI 自动豪华型,2018年,2.0万公里,大连,13.61万,20.07万
日产 轩逸 2012款 经典 1.6XE 手动舒适版,2016年,7.5万公里,大连,5.20万,10.83万
奔驰GLA级AMG 2016款 AMG GLA 45 4MATIC,2016年,2.6万公里,大连,28.50万,62.74万
奥迪A6L 2014款 30 FSI 舒适型,2016年,11.7万公里,大连,25.50万,50.88万
别克 威朗 2015款 三厢 15S 自动领先型,2016年,4.1万公里,大连,8.60万,16.81万
起亚K4 2014款 1.8L 自动GLS,2015年,9.5万公里,大连,7.80万,16.15万
奥迪Q5 2013款 40 TFSI 舒适型,2013年,8.2万公里,大连,19.10万,52.31万
丰田 威驰 2017款 1.5L CVT创行版,2018年,1.9万公里,大连,7.02万,9.53万
北汽幻速S3 2014款 1.5L 舒适型 国IV,2014年,5.8万公里,大连,2.30万,7.14万
大众 速腾 2018款 280TSI DSG豪华型,2018年,2.5万公里,大连,12.98万,18.32万
起亚 智跑 2014款 2.0L 自动两驱版DLX,2014年,6.8万公里,大连,8.48万,21.47万
起亚K3 2015款 1.6L 自动DLX,2015年,4.7万公里,大连,6.88万,14.31万
传祺GS4 2017款 235T 自动两驱豪华智联版,2018年,0.4万公里,大连,9.00万,15.61万
奥迪A6L 2010款 2.0 TFSI 自动标准型,2010年,11.5万公里,大连,9.70万,43.41万
北汽幻速H3F 2016款 H3F 1.5L 手动豪华型,2016年,3.1万公里,大连,3.04万,7.03万
日产 颐达 2008款 1.6L 自动智能型,2010年,9.3万公里,大连,4.12万,13.76万
本田 思域 2016款 220TURBO CVT尊贵版,2018年,0.8万公里,大连,14.43万,16.92万
大众 甲壳虫 2014款 1.2TSI 时尚型(进口),2014年,2.7万公里,大连,11.49万,21.71万
比亚迪 宋 2016款 盖世版 1.5TI 手动精英型,2016年,1.1万公里,大连,5.14万,9.76万
WEY VV7 2017款 2.0T 超豪型,2017年,5.0万公里,大连,11.15万,19.30万
本田 思域 2016款 220TURBO CVT豪华版,2017年,2.5万公里,大连,12.80万,15.19万
华颂7 2015款 2.0T 自动旗舰型,2016年,0.5万公里,大连,10.84万,31.23万
现代 瑞纳 2016款 1.4L 自动智能型GLS,2016年,4.0万公里,大连,5.23万,9.43万
江淮 瑞风S3 2016款 1.5L 手动豪华智能型,2016年,2.0万公里,大连,5.00万,8.12万
斯柯达 明锐 2012款 1.6L 自动逸杰版,2012年,8.3万公里,大连,4.06万,15.25万
福特 翼虎 2017款 EcoBoost 180 两驱虎跃型,2017年,3.0万公里,大连,13.98万,21.69万
大众 朗逸 2015款 1.6L 自动风尚版,2016年,5.8万公里,大连,7.90万,13.23万
丰田 威驰 2014款 1.3L 自动型尚版,2016年,7.0万公里,大连,6.00万,9.10万
长城C30 2013款 1.5L 手动豪华型,2013年,7.3万公里,大连,2.55万,7.33万
别克 昂科威 2016款 20T 两驱领先型,2016年,9.7万公里,大连,12.00万,23.87万
本田 思域 2016款 220TURBO CVT豪华版,2017年,3.6万公里,大连,13.00万,15.19万
别克 英朗 2012款 XT 1.6L 自动时尚版,2013年,5.1万公里,大连,4.05万,16.27万
哈弗H6 2014款 运动版 1.5T 手动两驱精英型,2014年,9.4万公里,大连,5.80万,13.98万
福特 福克斯 2012款 两厢 1.6L 自动风尚型,2013年,3.2万公里,大连,5.00万,15.62万
丰田 卡罗拉 2014款 1.6L CVT GL-i,2015年,5.8万公里,大连,8.68万,13.87万
三菱 帕杰罗 2015款 3.0L 自动精英超越版 国IV(进口),2015年,5.5万公里,大连,24.48万,50.80万
吉利 帝豪 2014款 三厢 1.5L 手动精英型,2015年,5.6万公里,大连,4.30万,8.34万
丰田 凯美瑞 2012款 骏瑞 2.5S 凌动导航版,2012年,11.6万公里,大连,9.80万,24.51万
道奇 酷威 2013款 2.4L 两驱尊尚版(进口),2016年,2.8万公里,大连,14.80万,31.68万
路虎 神行者2 2013款 2.0T Si4 SE汽油版(进口),2013年,9.1万公里,大连,17.00万,58.40万
斯巴鲁 傲虎 2012款 2.5i豪华版,2012年,10.8万公里,大连,10.80万,32.54万
奥迪Q5 2013款 40 TFSI 进取型,2015年,7.5万公里,大连,22.80万,41.64万
哈弗H6 Coupe 2015款 蓝标 2.0T 手动两驱尊贵型,2015年,6.1万公里,大连,7.50万,17.35万
斯柯达 速派 2013款 2.0TSI DSG尊仕版,2013年,10.5万公里,大连,8.38万,26.88万
日产 骐达 2008款 1.6L 手动智能型,2010年,8.5万公里,大连,3.20万,12.68万
现代 朗动 2016款 1.6L 自动尊贵型,2016年,12.4万公里,大连,8.20万,13.87万
斯巴鲁 傲虎 2011款 2.5i豪华版,2011年,10.9万公里,大连,10.50万,32.54万
宝骏730 2014款 1.5L 手动豪华导航ESP版 7座,2015年,7.8万公里,大连,4.30万,8.99万
大众 桑塔纳 2015款 1.6L 手动风尚版,2015年,5.8万公里,大连,4.60万,9.76万
现代 朗动 2015款 1.6L 手动领先型,2016年,4.3万公里,大连,5.21万,12.57万
起亚 秀尔 2010款 1.6L AT GL,2011年,10.3万公里,大连,3.57万,12.46万
WEY VV5 2017款 2.0T 超豪型,2018年,1.4万公里,大连,12.00万,16.28万
MG 名爵ZS 2017款 1.5L 手动豪华版,2017年,2.6万公里,大连,4.72万,9.75万
荣威350 2014款 1.5L 自动迅达版,2014年,4.7万公里,大连,3.88万,9.19万
起亚K5 2014款 2.0L 自动LUXURY,2014年,3.3万公里,大连,8.99万,20.49万
别克 英朗 2014款 XT 1.6L 自动时尚版,2014年,5.4万公里,大连,5.49万,16.27万
别克 君越 2013款 2.4L SIDI领先舒适型,2016年,4.0万公里,大连,12.70万,25.61万
奔驰GLK级 2012款 GLK 300 4MATIC 动感型,2013年,8.4万公里,大连,19.96万,44.29万
奔驰GLA级 2016款 GLA 200 动感型,2016年,4.1万公里,大连,17.10万,29.29万
本田CR-V 2013款 2.4L 两驱豪华版,2014年,5.8万公里,大连,13.58万,24.94万
大众 宝来 2017款 1.6L 自动舒适型,2017年,3.2万公里,大连,9.80万,14.31万
标致408 2014款 1.8L 自动豪华版,2015年,6.6万公里,大连,7.00万,16.25万
别克GL8 2014款 3.0L GT豪华商务豪雅版,2016年,0.6万公里,大连,22.58万,40.15万
雪铁龙C5 2013款 2.3L 自动尊贵型,2014年,7.0万公里,大连,7.08万,24.63万
奔驰E级 2013款 E 300 L 优雅型,2013年,0.3万公里,大连,27.40万,63.83万
北汽幻速S2 2014款 1.5L 手动舒适型 国IV,2015年,1.8万公里,大连,2.80万,6.93万
大众 帕萨特 2017款 330TSI DSG御尊版,2017年,4.6万公里,大连,15.15万,26.47万
福特 探险者 2016款 2.3T 精英版(进口),2017年,2.6万公里,大连,27.62万,54.25万
MG 锐行 2015款 1.4TGI TST双离合豪华版,2015年,5.5万公里,大连,5.88万,13.99万
沃尔沃V40 2013款 2.0T 智逸版(进口),2013年,6.0万公里,大连,10.58万,28.21万
现代 瑞纳 2010款 三厢 1.4L 自动时尚型GT,2013年,6.4万公里,大连,4.40万,9.87万
雪铁龙C4L 2013款 1.6THP 自动劲智版,2013年,5.6万公里,大连,5.44万,18.44万
福特 福睿斯 2017款 幸福版 1.5L 自动时尚型,2017年,1.7万公里,大连,6.89万,13.28万
现代 瑞纳 2016款 1.4L 自动领先型GLX,2016年,4.6万公里,大连,5.30万,10.08万
大众 朗逸 2013款 改款经典 1.6L 自动风尚版,2016年,3.8万公里,大连,7.50万,13.56万
斯柯达 昊锐 2009款 1.8TSI 自动贵雅版,2011年,14.0万公里,大连,4.90万,23.44万
三菱 劲炫ASX 2013款 1.6L 手动两驱标准版,2015年,8.6万公里,大连,6.48万,11.92万
福特 途睿欧 2017款 2.0T 自动精英版,2018年,0.7万公里,大连,19.90万,21.37万
奔驰C级 2018款 C 180 L 时尚型运动版,2017年,2.0万公里,大连,26.40万,35.15万
东风风神AX5 2017款 1.4T 自动趣尚型,2018年,0.7万公里,大连,6.00万,11.04万
斯巴鲁 森林人 2012款 经典 2.5XS 自动豪华版,2012年,17.4万公里,大连,9.70万,29.29万
本田 思域 2009款 1.8L 自动经典版,2010年,13.6万公里,大连,5.62万,14.96万
福特 嘉年华 2011款 两厢 1.5L 自动运动型,2012年,6.3万公里,大连,4.30万,11.93万
现代i30 2009款 1.6L 自动豪享型,2011年,4.8万公里,大连,4.10万,14.09万
日产 奇骏 2014款 2.5L CVT豪华版 4WD,2015年,5.8万公里,大连,14.38万,25.92万
奥迪A6L 2009款 2.4L 技术型,2010年,14.8万公里,大连,11.49万,46.08万
福特 锐界 2015款 2.0T GTDi 四驱尊锐型,2015年,7.7万公里,大连,17.77万,36.88万
别克 英朗 2013款 GT 1.6L 自动时尚版,2013年,5.8万公里,大连,5.80万,16.58万
奥迪A3 2018款 30周年年型 Limousine 40 TFSI 风尚型,2018年,0.4万公里,大连,18.10万,27.81万
大众 凌渡 2015款 230TSI DSG风尚版,2016年,4.1万公里,大连,8.95万,17.36万
丰田 威驰 2017款 1.3L 手动锐行版,2017年,0.4万公里,大连,6.00万,8.01万
起亚 福瑞迪 2012款 1.6L MT GL 纪念版,2013年,11.2万公里,大连,2.80万,10.72万
宝马5系 2013款 525Li 豪华型,2013年,10.6万公里,大连,22.50万,53.69万
日产 轩逸 2019款 经典 1.6XE+ CVT智联领先版,2019年,0.9万公里,大连,8.40万,12.62万
日产 奇骏 2017款 2.0L CVT舒适版 2WD,2017年,2.8万公里,大连,15.28万,21.36万
日产 骐达 2011款 1.6L CVT舒适型,2013年,7.2万公里,大连,5.80万,12.52万
标致301 2016款 1.6L 手动舒适版,2016年,5.3万公里,大连,4.00万,9.30万
三菱 欧蓝德 2013款 2.4L 四驱豪华导航版 5座(进口),2013年,7.4万公里,大连,10.60万,29.29万
现代ix35 2015款 2.0L 自动两驱智能型 国V,2017年,2.3万公里,大连,10.15万,19.19万
奥迪A1 2014款 30 TFSI 时尚型(进口),2015年,4.0万公里,大连,10.08万,21.69万
斯柯达 明锐 2010款 1.4TSI DSG逸俊版,2011年,7.6万公里,大连,5.10万,17.48万
大众 速腾 2017款 180TSI 自动领先型,2017年,1.9万公里,大连,9.60万,17.24万
别克 君威 2015款 GS 2.0T 燃情运动版,2015年,5.4万公里,大连,10.50万,27.13万
长安商用 长安CX70 2016款 1.6L 手动豪华型,2016年,3.6万公里,大连,4.07万,7.80万
别克 昂科威 2016款 28T 四驱精英型,2015年,6.1万公里,大连,15.00万,29.30万
起亚K5 2014款 2.0L 自动LUXURY,2014年,4.9万公里,大连,8.85万,20.49万
福特 福克斯 2012款 两厢 2.0L 自动豪华运动型,2013年,11.0万公里,大连,5.36万,17.68万
马自达6 2013款 2.0L 自动时尚型,2014年,8.3万公里,大连,7.00万,16.04万
吉利 帝豪 2018款 1.5L CVT向上互联版,2019年,1.6万公里,大连,6.50万,9.96万
大众 朗逸 2011款 1.6L 自动品雅版,2011年,11.6万公里,大连,4.60万,14.63万
本田 雅阁 2011款 2.0L EX,2012年,11.3万公里,大连,8.99万,22.01万
本田 思域 2013款 十周年纪念 1.8L 自动舒适版,2013年,12.3万公里,大连,7.20万,15.17万
福特 翼虎 2015款 1.5L GTDi 两驱风尚型,2015年,6.3万公里,大连,10.18万,23.64万
英菲尼迪QX70 2013款 3.7L 标准版(进口),2015年,6.4万公里,大连,34.98万,84.45万
日产 蓝鸟 2018款 1.6L CVT智酷潮音版,2019年,0.6万公里,大连,10.80万,14.59万
福特 嘉年华 2013款 两厢 1.5L 自动品尚型,2013年,6.5万公里,大连,4.60万,11.28万
丰田 卡罗拉 2017款 1.6L CVT GL,2018年,1.3万公里,大连,9.16万,12.79万
大众 凌渡 2018款 230TSI DSG风尚版,2018年,1.7万公里,大连,12.00万,17.36万
大众 迈腾 2015款 改款 2.0TSI 豪华型,2015年,4.1万公里,大连,15.00万,26.90万
纳智捷 大7 SUV 2012款 锋芒限量版 2.2T 两驱智慧型,2013年,6.9万公里,大连,5.73万,24.31万
大众 朗逸 2011款 1.6L 手动品悠版,2012年,8.4万公里,大连,4.81万,12.24万
大众 高尔夫 2016款 1.4TSI 自动R-Line,2017年,3.3万公里,大连,12.58万,18.66万
日产 天籁 2016款 2.0L XE时尚真皮版,2018年,0.7万公里,大连,13.99万,19.30万
奔驰GLA级 2017款 GLA 220 4MATIC 时尚型,2017年,2.0万公里,大连,21.50万,34.93万
现代 名图 2016款 1.6T 自动智能型GLS,2017年,5.9万公里,大连,9.69万,17.35万
大众 高尔夫 2012款 1.6 自动时尚型,2013年,5.6万公里,大连,6.50万,14.21万
哈弗H6 2015款 运动版 1.5T 自动两驱豪华型,2016年,10.3万公里,大连,6.25万,14.85万
标致2008 2015款 1.6L 自动玩酷版,2017年,3.0万公里,大连,6.80万,12.83万
铃木 雨燕 2014款 1.5L 自动时尚型,2015年,4.6万公里,大连,5.40万,8.12万
MG3 2014款 1.5L 手动精英版,2015年,3.4万公里,大连,3.70万,8.54万
启辰R50 2013款 1.6L 自动时尚版,2014年,6.6万公里,大连,4.39万,8.44万
比亚迪 元 2016款 1.5L 手动尊贵型,2016年,3.4万公里,大连,3.60万,7.59万
奔驰B级 2015款 B 200 时尚型(进口),2016年,1.4万公里,大连,17.90万,30.61万
福特 福睿斯 2015款 1.5L 手动时尚型,2015年,4.8万公里,大连,4.90万,11.70万
别克 英朗 2012款 XT 1.6L 自动时尚版,2013年,3.1万公里,大连,4.78万,16.27万
福特 福克斯 2013款 两厢经典 1.8L 自动时尚型,2014年,6.3万公里,大连,5.01万,13.44万
丰田 凯美瑞 2010款 240G 豪华版,2011年,15.3万公里,大连,10.00万,24.62万
奔驰GLA级 2015款 GLA 220 4MATIC 时尚型,2015年,3.2万公里,大连,20.70万,34.71万
江淮 瑞风S3 2014款 1.5L 手动豪华智能型,2014年,6.2万公里,大连,3.20万,8.12万
宝骏730 2014款 1.5L 手动舒适型 7座,2015年,2.8万公里,大连,4.68万,8.12万
丰田 威驰 2017款 1.5L CVT创行版,2018年,1.4万公里,大连,7.21万,9.53万
日产 奇骏 2014款 2.5L CVT领先版 4WD,2015年,5.5万公里,大连,15.80万,24.84万
大众 迈腾 2012款 1.8TSI 舒适型,2012年,11.3万公里,大连,8.60万,22.77万
奔驰GLA级 2016款 GLA 200 时尚型,2016年,2.9万公里,大连,18.98万,31.46万
哈弗H1 2016款 蓝标 1.5L AMT豪华型,2016年,4.6万公里,大连,4.65万,8.46万
奥迪A4L 2012款 2.0 TFSI 自动舒适型,2011年,8.6万公里,大连,13.58万,35.81万
大众 桑塔纳 2015款 1.6L 自动舒适版,2015年,6.9万公里,大连,6.05万,12.35万
别克 凯越 2011款 1.6LX-AT,2012年,8.1万公里,大连,3.51万,11.39万
奔驰C级 2015款 C 180 L 运动型,2015年,8.8万公里,大连,22.40万,35.36万
传祺GS5 2013款 1.8T 自动两驱精英版,2013年,8.3万公里,大连,4.70万,17.78万
福田 蒙派克E 2016款 2.0L快运版 4G634G63,2017年,2.2万公里,大连,4.60万,8.68万
大众POLO 2013款 1.6L 手动舒适版,2013年,4.4万公里,大连,4.80万,10.84万
大众POLO 2012款 1.6L Cross POLO AT,2013年,6.6万公里,大连,5.70万,13.67万
本田 哥瑞 2016款 1.5L 手动经典版,2016年,1.4万公里,大连,6.30万,8.66万
本田CR-V 2017款 240TURBO CVT两驱风尚版,2018年,4.6万公里,大连,16.90万,22.12万
奥迪A5 2014款 Coupe 45 TFSI(进口),2015年,10.6万公里,大连,23.00万,56.99万
现代ix25 2017款 1.6L 自动智能型,2019年,1.5万公里,大连,10.58万,14.42万
宝马3系 2014款 320Li 时尚型,2014年,12.0万公里,大连,16.50万,38.95万
现代 瑞纳 2010款 三厢 1.4L 手动舒适型GS,2013年,5.9万公里,大连,3.50万,8.56万
丰田 卡罗拉 2014款 1.6L CVT GL-i,2016年,3.2万公里,大连,9.50万,13.87万
马自达3 2010款 1.6L 手动经典时尚型,2011年,12.3万公里,大连,3.84万,12.24万
Jeep 指南者 2017款 200T 自动家享版,2017年,5.8万公里,大连,10.98万,19.52万
大众CC 2015款 2.0TSI 至尊型,2016年,7.1万公里,大连,17.80万,32.98万
雪铁龙C3-XR 2018款 1.6L 自动先锋型,2019年,0.2万公里,大连,8.31万,13.87万
大众 速腾 2012款 1.4TSI 自动豪华型,2013年,8.4万公里,大连,8.28万,18.21万
奔驰C级 2017款 C 180 L 运动版,2017年,3.0万公里,大连,26.50万,35.36万
标致301 2016款 1.6L 手动舒适版,2015年,2.8万公里,大连,4.40万,9.30万
东南DX7 2015款 1.5T 自动尊贵型,2016年,1.3万公里,大连,6.99万,15.19万
别克 凯越 2011款 1.6LX-AT,2012年,14.8万公里,大连,3.15万,11.39万
马自达6 2012款 2.0L 自动时尚型,2013年,8.0万公里,大连,6.80万,19.52万
现代 朗动 2015款 1.6L 自动领先型,2015年,5.6万公里,大连,7.08万,13.87万
丰田 威驰 2008款 1.3L GL-i AT,2010年,7.5万公里,大连,3.70万,10.58万
北汽绅宝 绅宝X55 2016款 1.5T CVT精英版,2016年,3.1万公里,大连,6.00万,11.81万
宝马X5 2011款 xDrive35i 领先型(进口),2010年,13.0万公里,大连,19.60万,97.26万
福特 福睿斯 2017款 幸福版 1.5L 自动时尚型,2018年,2.0万公里,大连,7.80万,13.28万
日产 阳光 2015款 1.5XE 手动舒适版,2017年,1.6万公里,大连,5.40万,8.66万
起亚 智跑 2015款 2.0L 自动两驱版GL,2015年,8.4万公里,大连,8.90万,17.24万
开瑞K50 2016款 K50S 1.5L 手动豪华型,2016年,4.0万公里,大连,2.89万,7.14万
奔腾X80 2013款 2.0L 自动豪华型,2013年,8.6万公里,大连,4.98万,15.83万
大众 高尔夫 2018款 1.6L 自动舒适型,2018年,1.0万公里,大连,13.50万,15.73万
大众POLO 2014款 1.6L Cross POLO 自动,2014年,4.6万公里,大连,7.50万,12.80万
Jeep 自由光 2016款 2.0L 优越版,2016年,4.9万公里,大连,12.80万,23.86万
